ID,trial,trial_type,reported_q,true_q,working_phone
1,76,trial,0.93,1,1
1,77,trial,0.94,1,1
1,78,trial,0.95,0.852955412,1
1,79,trial,0.92,0.976068925,1
1,80,trial,0.93,1,1
1,81,preattentioncheck,0.96,0.990694481,
1,82,attentioncheck,,,1
1,83,trial,0.92,0.843814717,1
1,84,trial,0.91,0.919012101,1
1,85,trial,0.92,0.932044371,1
1,86,trial,0.92,1,1
1,87,trial,0.93,0.943987161,1
1,88,trial,0.92,0.855553655,1
1,89,trial,0.93,0.866675217,1
1,90,trial,0.92,0.882209402,1
1,91,trial,0.92,0.78608731,0
1,92,trial,0.86,0.821586305,1
1,93,trial,0.87,0.906667904,0
1,94,trial,0.86,0.834600433,1
1,95,trial,0.86,0.832703174,1
1,96,trial,0.89,0.904787963,1
1,97,trial,0.85,0.811376017,1
1,98,trial,0.91,0.879729068,1
1,99,trial,0.89,1,1
1,100,trial,0.88,0.883796541,0
1,101,trial,0.85,0.955319649,1
1,102,trial,0.88,0.895129231,0
1,103,trial,0.81,0.923314843,1
1,104,trial,0.8,0.960141693,1
1,105,preattentioncheck,0.83,0.949368273,
2,0,initialization,0.5,0.5,1
2,1,preattentioncheck,0.78,0.614352096,
2,2,attentioncheck,,,1
2,3,trial,0.62,0.796295217,1
2,4,trial,0.85,0.875609795,1
2,5,trial,0.91,0.600488682,1
2,6,trial,0.95,0.639657518,0
2,7,trial,0.89,0.64826012,1
2,8,trial,0.9,0.705956068,1
2,9,trial,0.9,0.706321852,1
2,10,trial,0.9,0.641484413,1
2,11,trial,0.91,0.590328944,0
2,12,trial,0.88,0.570162198,0
2,13,trial,0.68,0.621136244,1
2,14,trial,0.75,0.454197735,1
2,15,trial,0.82,0.545235727,1
2,16,trial,0.85,0.490204795,0
2,17,trial,0.82,0.484374167,1
2,18,trial,0.85,0.610657077,1
2,19,trial,0.85,0.525219363,1
2,20,trial,0.85,0.53242553,1
2,21,preattentioncheck,0.85,0.504316983,
2,22,attentioncheck,,,1
2,23,trial,0.84,0.630158585,1
2,24,trial,0.85,0.51206999,0
2,25,trial,0.81,0.212825701,0
2,26,trial,0.7,0.178690871,0
2,27,trial,0.45,0.213152317,0
2,28,trial,0.2,0.244671181,1
2,29,trial,0.24,0.135010673,0
2,30,trial,0.15,0.110917313,0
2,31,trial,0.11,0.084095951,1
2,32,trial,0.12,0.136075188,0
2,33,trial,0.11,0,0
2,34,trial,0.1,0,0
2,35,trial,0.09,0.132007345,0
2,36,trial,0.09,0.147055804,0
2,37,trial,0.08,0,0
2,38,trial,0.08,0.07223202,0
2,39,trial,0.08,0.215371955,1
2,40,trial,0.12,0.199985724,0
2,41,preattentioncheck,0.1,0.055983381,
2,42,attentioncheck,,,0
2,43,trial,0.08,0.032965432,0
2,44,trial,0.09,0.053353771,0
2,45,trial,0.08,0,0
2,46,trial,0.08,0.01998645,0
2,47,trial,0.08,0.18422111,0
2,48,trial,0.08,0.169079001,0
2,49,trial,0.08,0.100899709,0
2,50,trial,0.07,0.040114954,0
2,51,trial,0.07,0,0
2,52,trial,0.07,0,0
2,53,trial,0.07,0.084534193,0
2,54,trial,0.07,0.240769193,1
2,55,trial,0.1,0.417059914,0
2,56,trial,0.09,0.450634791,0
2,57,trial,0.07,0.560235557,1
2,58,trial,0.12,0.401078327,0
2,59,trial,0.09,0.194294822,1
2,60,trial,0.24,0.279203898,0
2,61,preattentioncheck,0.2,0.297935909,
2,62,attentioncheck,,,0
2,63,trial,0.14,0.242916698,0
2,64,trial,0.12,0.209802007,1
2,65,trial,0.15,0.161179358,0
2,66,trial,0.13,0.159044118,0
2,67,trial,0.12,0.152566991,0
2,68,trial,0.1,0.118184521,0
2,69,trial,0.09,0.169413045,0
2,70,trial,0.1,0.083850838,1
2,71,trial,0.12,0.028410485,0
2,72,trial,0.1,0,0
2,73,trial,0.1,0.117884599,0
2,74,trial,0.09,0.129980078,0
2,75,trial,0.09,0.234709128,1
2,76,trial,0.12,0.107867248,0
2,77,trial,0.1,0.224145365,0
2,78,trial,0.1,0.333631096,0
2,79,trial,0.09,0.205111913,1
2,80,trial,0.12,0.268517839,0
2,81,preattentioncheck,0.12,0.175710604,
2,82,attentioncheck,,,0
2,83,trial,0.12,0.174533341,0
2,84,trial,0.1,0.215167578,1
2,85,trial,0.12,0.333835211,1
2,86,trial,0.33,0.105890436,1
2,87,trial,0.66,0.136335143,0
2,88,trial,0.55,0,0
2,89,trial,0.5,0,0
2,90,trial,0.44,0.141145713,0
2,91,trial,0.34,0.222636269,0
2,92,trial,0.28,0.227628682,1
2,93,trial,0.3,0.290415813,0
2,94,trial,0.25,0.252116243,1
2,95,trial,0.3,0.066857262,0
2,96,trial,0.34,0.130244807,0
2,97,trial,0.3,0,0
2,98,trial,0.25,0.062702035,0
2,99,trial,0.2,0,0
2,100,trial,0.2,0,0
2,101,trial,0.16,0.052307799,1
2,102,trial,0.23,0.124197401,0
2,103,trial,0.2,0,0
2,104,trial,0.18,0.147315364,1
2,105,preattentioncheck,0.24,0.067032276,
3,0,initialization,0.5,0.5,0
3,1,preattentioncheck,0.24,0.424660533,
3,2,attentioncheck,,,0
3,3,trial,0.14,0.307346872,0
3,4,trial,0.23,0.391476597,0
3,5,trial,0.23,0.470568081,0
3,6,trial,0.22,0.360399655,1
3,7,trial,0.47,0.187018991,0
3,8,trial,0.28,0,0
3,9,trial,0.23,0,0
3,10,trial,0.23,0.02077052,0
3,11,trial,0.37,0.154538677,0
3,12,trial,0.22,0.268642571,1
3,13,trial,0.26,0.295125309,0
3,14,trial,0.2,0.293656509,0
3,15,trial,0.11,0.19076984,0
3,16,trial,0.28,0.115399005,0
3,17,trial,0.36,0.136194701,0
3,18,trial,0.54,0.181685652,0
3,19,trial,0.51,0.073916551,0
3,20,trial,0.53,0.060914244,0
3,21,preattentioncheck,0.67,0.072537533,
3,22,attentioncheck,,,0
3,23,trial,0.05,0.131612556,0
3,24,trial,0.02,0.081907228,0
3,25,trial,0.04,0.035339434,0
3,26,trial,0.03,0.133631304,0
3,27,trial,0.06,0.058522881,0
3,28,trial,0.03,0.052276093,0
3,29,trial,0.04,0,0
3,30,trial,0.08,0.220289595,0
3,31,trial,0.06,0.301957503,0
3,32,trial,0.53,0.256358488,1
3,33,trial,0.01,0.27946884,0
3,34,trial,0.01,0.388791627,1
3,35,trial,0.09,0.403856936,1
3,36,trial,0.8,0.401307849,1
3,37,trial,0.93,0.361068569,0
3,38,trial,0.54,0.425961872,0
3,39,trial,0.34,0.390707202,1
3,40,trial,0.48,0.334727201,0
3,41,preattentioncheck,0.32,0.415961263,
3,42,attentioncheck,,,0
3,43,trial,0.44,0.342870476,0
3,44,trial,0.31,0.432295803,0
3,45,trial,0.32,0.369749669,1
3,46,trial,0.36,0.292402297,0
3,47,trial,0.37,0.349650001,0
3,48,trial,0.63,0.235680393,0
3,49,trial,0.41,0.163884856,0
3,50,trial,0.25,0.152606429,1
3,51,trial,0.24,0.085369947,0
3,52,trial,0.31,0.018029959,0
3,53,trial,0.3,0.04661549,0
3,54,trial,0.26,0,0
3,55,trial,0.29,0,0
3,56,trial,0.43,0.034938992,0
3,57,trial,0.39,0.084120177,0
3,58,trial,0.23,0.136806338,0
3,59,trial,0.23,0.050328003,0
3,60,trial,0.65,0.020830503,0
3,61,preattentioncheck,0.2,0,
3,62,attentioncheck,,,0
3,63,trial,0.47,0.011241147,0
3,64,trial,0.32,0.034601673,0
3,65,trial,0.09,0.107402334,0
3,66,trial,0.23,0.013042579,1
3,67,trial,0.48,0.049719206,0
3,68,trial,0.14,0.072963112,0
3,69,trial,0.16,0.041595873,0
3,70,trial,0.13,0,0
3,71,trial,0.15,0.00667734,0
3,72,trial,0.17,0,0
3,73,trial,0.14,0.033596997,0
3,74,trial,0.13,0.257883491,0
3,75,trial,0.15,0.20522928,1
3,76,trial,0.06,0.151166238,0
3,77,trial,0.07,0.407325378,0
3,78,trial,0.06,0.577428185,1
3,79,trial,0.25,0.567644078,1
3,80,trial,0.67,0.535654861,0
3,81,preattentioncheck,0.43,0.302063626,
3,82,attentioncheck,,,1
3,83,trial,0.62,0.177049236,0
3,84,trial,0.39,0.058478189,0
3,85,trial,0.36,0.164538972,0
3,86,trial,0.31,0.277375065,0
3,87,trial,0.23,0.303480622,0
3,88,trial,0.21,0.231816614,0
3,89,trial,0.14,0.217171464,1
3,90,trial,0.3,0.137368582,0
3,91,trial,0.25,0.221536437,1
3,92,trial,0.52,0.280376391,1
3,93,trial,0.35,0.257560677,1
3,94,trial,0.6,0.311150925,1
3,95,trial,0.57,0.187891004,1
3,96,trial,0.62,0.162912168,1
3,97,trial,0.66,0,0
3,98,trial,0.44,0,0
3,99,trial,0.57,0.066044809,1
3,100,trial,0.57,0.038863266,0
3,101,trial,0.55,0.129884852,0
3,102,trial,0.35,0.215391207,0
3,103,trial,0.41,0.13646052,0
3,104,trial,0.59,0.234296436,1
3,105,preattentioncheck,0.58,0.307416271,
4,0,initialization,0.5,0.5,1
4,1,preattentioncheck,1,0.812598906,
4,2,attentioncheck,,,1
4,3,trial,1,0.788013253,1
4,4,trial,1,0.754803713,0
4,5,trial,0.95,0.423716981,0
4,6,trial,0.64,0.298981555,0
4,7,trial,0.39,0.519284976,1
4,8,trial,0.97,0.635126089,1
4,9,trial,0.65,0.93934211,1
4,10,trial,0.76,0.916280507,1
4,11,trial,0.71,0.901045373,1
4,12,trial,0.7,0.751361349,1
4,13,trial,0.89,0.927197128,1
4,14,trial,0.56,0.678355342,1
4,15,trial,0.71,0.625577606,1
4,16,trial,0.46,0.751574593,0
4,17,trial,1,0.779269342,1
4,18,trial,0.95,0.799878707,1
4,19,trial,0.78,0.793616407,1
4,20,trial,0.85,0.77968379,1
4,21,preattentioncheck,0.4,0.732460176,
4,22,attentioncheck,,,0
4,23,trial,0.28,0.798506937,1
4,24,trial,0.82,0.737231427,1
4,25,trial,0.6,0.781206039,1
4,26,trial,0.54,0.635826059,1
4,27,trial,0.64,0.683022907,0
4,28,trial,0.32,0.66220787,1
4,29,trial,0.65,0.746710659,1
4,30,trial,0.59,0.689910768,0
4,31,trial,0.36,0.700121276,0
4,32,trial,0.39,0.69072359,1
4,33,trial,0.4,0.617285406,1
4,34,trial,0.66,0.510136055,1
4,35,trial,0.76,0.301008276,0
4,36,trial,0.53,0.14197536,0
4,37,trial,0.35,0.238047746,0
4,38,trial,0.31,0.355676581,0
4,39,trial,0.39,0.360046164,0
4,40,trial,0.34,0.275729615,0
4,41,preattentioncheck,0.46,0.230673575,
4,42,attentioncheck,,,1
4,43,trial,1,0.122747552,0
4,44,trial,0.32,0.136710297,0
4,45,trial,0.34,0.060102755,0
4,46,trial,0.42,0.135938674,0
4,47,trial,0.35,0.155651055,0
4,48,trial,0.29,0.086936148,0
4,49,trial,0.04,0.311763956,0
4,50,trial,0.06,0.258729714,0
4,51,trial,0.07,0.426375303,1
4,52,trial,0.58,0.346106436,1
4,53,trial,0.63,0.461461873,0
4,54,trial,0.42,0.594598216,0
4,55,trial,0.36,0.501140109,0
4,56,trial,0.58,0.525647606,0
4,57,trial,0.33,0.52107783,0
4,58,trial,0.26,0.553958926,1
4,59,trial,0.66,0.550885885,1
4,60,trial,0.43,0.565638284,1
4,61,preattentioncheck,0.69,0.506555731,
4,62,attentioncheck,,,0
4,63,trial,0.27,0.18926165,0
4,64,trial,0.19,0.201727159,0
4,65,trial,0.32,0.163154628,0
4,66,trial,0.42,0.246705203,0
4,67,trial,0.34,0.322160085,0
4,68,trial,0.58,0.215884488,0
4,69,trial,0.5,0.195732358,1
4,70,trial,0.65,0.085009784,0
4,71,trial,0.4,0,0
4,72,trial,0.41,0,0
4,73,trial,0.3,0,0
4,74,trial,0.38,0,0
4,75,trial,0.58,0.000728353,0
4,76,trial,0.26,0.141137395,1
4,77,trial,0.61,0,0
4,78,trial,0.33,0.049664886,0
4,79,trial,0.4,0,0
4,80,trial,0.34,0,0
4,81,preattentioncheck,0.29,0,
4,82,attentioncheck,,,0
4,83,trial,0.33,0.084975629,0
4,84,trial,0.36,0.109290946,0
4,85,trial,0.16,0.109745713,0
4,86,trial,0.2,0.105713322,0
4,87,trial,0.32,0.144047537,0
4,88,trial,0.22,0.188917853,0
4,89,trial,0.35,0.289389973,0
4,90,trial,0.43,0.21013551,0
4,91,trial,0.57,0.011124894,0
4,92,trial,0.18,0,0
4,93,trial,0.09,0.091741644,0
4,94,trial,0.18,0.227802832,0
4,95,trial,0.44,0.293989636,1
4,96,trial,0.71,0.469070279,1
4,97,trial,0.79,0.49299517,0
4,98,trial,0.42,0.666012632,1
4,99,trial,0.69,0.69235726,1
4,100,trial,0.55,0.649699278,0
4,101,trial,0.32,0.643536229,0
4,102,trial,0.61,0.754507368,0
4,103,trial,0.17,0.708070381,1
4,104,trial,0.45,0.628757754,1
4,105,preattentioncheck,0.62,0.612959014,
5,0,initialization,0.5,0.5,1
5,1,preattentioncheck,0.85,0.237951768,
5,2,attentioncheck,,,0
5,3,trial,0.69,0,0
5,4,trial,0.42,0.219927885,0
5,5,trial,0.26,0.19667833,0
5,6,trial,0.17,0.167172307,0
5,7,trial,0.06,0.12655948,0
5,8,trial,0.07,0.138497974,1
5,9,trial,0.15,0.023097422,0
5,10,trial,0.08,0.068290118,0
5,11,trial,0.09,0.14753304,0
5,12,trial,0.1,0.194583281,0
5,13,trial,0.11,0.18093282,0
5,14,trial,0.08,0.106916069,0
5,15,trial,0.09,0.187534828,0
5,16,trial,0.11,0.037553779,0
5,17,trial,0.1,0,0
5,18,trial,0.1,0.062471088,0
5,19,trial,0.08,0,0
5,20,trial,0.07,0,0
5,21,preattentioncheck,0.1,0,
5,22,attentioncheck,,,0
5,23,trial,0.09,0,0
5,24,trial,0.07,0.025209869,0
5,25,trial,0.08,0,0
5,26,trial,0.06,0.06896864,0
5,27,trial,0.07,0.169533086,0
5,28,trial,0.08,0.277123491,0
5,29,trial,0.08,0.049762536,1
5,30,trial,0.1,0.366081631,1
5,31,trial,0.17,0.266066262,0
5,32,trial,0.1,0.267407692,0
5,33,trial,0.11,0.260567375,0
5,34,trial,0.1,0.278794615,0
5,35,trial,0.08,0.263752709,0
5,36,trial,0.08,0.300062629,0
5,37,trial,0.09,0.372397096,0
5,38,trial,0.09,0.445939605,1
5,39,trial,0.17,0.562372707,0
5,40,trial,0.15,0.569994269,1
5,41,preattentioncheck,0.27,0.618821977,
5,42,attentioncheck,,,1
5,43,trial,0.26,0.56664835,1
5,44,trial,0.33,0.481169939,0
5,45,trial,0.24,0.588055881,0
5,46,trial,0.22,0.701073232,0
5,47,trial,0.21,0.682412,1
5,48,trial,0.2,0.765183129,1
5,49,trial,0.19,0.773102397,0
5,50,trial,0.17,0.851223028,1
5,51,trial,0.23,1,1
5,52,trial,0.24,0.992834546,1
5,53,trial,0.32,0.884551729,1
5,54,trial,0.39,1,1
5,55,trial,0.44,0.765641684,1
5,56,trial,0.6,0.661189664,1
5,57,trial,0.7,0.656038774,1
5,58,trial,0.73,0.564278408,0
5,59,trial,0.63,0.647330731,1
5,60,trial,0.69,0.46973485,0
5,61,preattentioncheck,0.63,0.420983112,
5,62,attentioncheck,,,0
5,63,trial,0.63,0.312683392,1
5,64,trial,0.7,0.293759065,0
5,65,trial,0.6,0.520863316,1
5,66,trial,0.74,0.431998882,0
5,67,trial,0.61,0.517298237,1
5,68,trial,0.68,0.425765053,1
5,69,trial,0.77,0.462107119,1
5,70,trial,0.82,0.441430238,1
5,71,trial,0.88,0.401240363,1
5,72,trial,0.86,0.468058633,1
5,73,trial,0.84,0.52077621,1
5,74,trial,0.82,0.431780171,0
5,75,trial,0.72,0.498585926,0
5,76,trial,0.65,0.451468222,1
5,77,trial,0.75,0.355326523,1
5,78,trial,0.82,0.169885067,0
5,79,trial,0.71,0.157911356,0
5,80,trial,0.65,0.056831014,1
5,81,preattentioncheck,0.62,0,
5,82,attentioncheck,,,0
5,83,trial,0.69,0.141145187,0
5,84,trial,0.59,0.095201647,0
5,85,trial,0.46,0.082291314,0
5,86,trial,0.41,0.031133089,0
5,87,trial,0.36,0.264965474,0
5,88,trial,0.3,0.15877631,0
5,89,trial,0.29,0.144165365,0
5,90,trial,0.21,0.11532493,0
5,91,trial,0.2,0.015218247,0
5,92,trial,0.14,0,0
5,93,trial,0.11,0.064771432,0
5,94,trial,0.07,0.266397339,0
5,95,trial,0.07,0.238232295,0
5,96,trial,0.07,0.289930734,0
5,97,trial,0.05,0.349777153,0
5,98,trial,0.06,0.203290504,0
5,99,trial,0.07,0.078947436,0
5,100,trial,0.06,0.014558187,0
5,101,trial,0.05,0,0
5,102,trial,0.06,0.086925851,0
5,103,trial,0.06,0,0
5,104,trial,0.05,0.039678856,0
5,105,preattentioncheck,0.05,0,
6,0,initialization,0.5,0.5,1
6,1,preattentioncheck,0.5,0.296008442,
6,2,attentioncheck,,,0
6,3,trial,0.5,0.432636303,1
6,4,trial,0.5,0.454813633,0
6,5,trial,0.5,0.497143029,0
6,6,trial,0.5,0.489087135,1
6,7,trial,0.5,0.528967087,1
6,8,trial,0.5,0.696797728,1
6,9,trial,0.5,0.683217653,1
6,10,trial,0.5,0.70325064,1
6,11,trial,0.5,0.804011908,1
6,12,trial,0.5,0.793995284,1
6,13,trial,0.65,0.767061084,1
6,14,trial,0.7,0.75376123,1
6,15,trial,0.75,0.675967889,0
6,16,trial,0.5,0.57983723,0
6,17,trial,0.45,0.560798101,1
6,18,trial,0.5,0.414040181,1
6,19,trial,0.75,0.514124897,1
6,20,trial,0.75,0.455413886,1
6,21,preattentioncheck,0.75,0.345382414,
6,22,attentioncheck,,,1
6,23,trial,0.7,0.328626207,0
6,24,trial,0.5,0.226742309,0
6,25,trial,0.45,0.183495194,0
6,26,trial,0.35,0.361547561,0
6,27,trial,0.3,0.283794699,1
6,28,trial,0.5,0.207496566,0
6,29,trial,0.5,0.376626257,1
6,30,trial,0.6,0.377993798,0
6,31,trial,0.4,0.414043414,0
6,32,trial,0.35,0.48942082,1
6,33,trial,0.5,0.399459574,1
6,34,trial,0.75,0.309820515,0
6,35,trial,0.5,0.09581743,0
6,36,trial,0.35,0.102869555,0
6,37,trial,0.3,0.210687991,0
6,38,trial,0.3,0.305174403,0
6,39,trial,0.35,0.327170068,1
6,40,trial,0.5,0.411799976,0
6,41,preattentioncheck,0.4,0.33573974,
6,42,attentioncheck,,,0
6,43,trial,0.5,0.195567767,0
6,44,trial,0.35,0.282163046,0
6,45,trial,0.35,0.273174124,0
6,46,trial,0.25,0.208049662,0
6,47,trial,0.25,0.241974131,0
6,48,trial,0.25,0.080895593,0
6,49,trial,0.25,0,0
6,50,trial,0.25,0.096578734,1
6,51,trial,0.5,0.136221972,0
6,52,trial,0.5,0.076442874,1
6,53,trial,0.5,0.054916808,0
6,54,trial,0.5,0.231168283,1
6,55,trial,0.6,0.09239882,0
6,56,trial,0.5,0.04681508,0
6,57,trial,0.4,0.021740028,0
6,58,trial,0.35,0,0
6,59,trial,0.3,0.109453545,1
6,60,trial,0.5,0.255759098,1
6,61,preattentioncheck,0.5,0.213722025,
6,62,attentioncheck,,,1
6,63,trial,0.5,0.267725853,0
6,64,trial,0.5,0.215862588,0
6,65,trial,0.5,0.182751934,1
6,66,trial,0.5,0.125868282,0
6,67,trial,0.5,0,0
6,68,trial,0.45,0.143192799,0
6,69,trial,0.35,0.095413656,0
6,70,trial,0.3,0.114209763,0
6,71,trial,0.25,0.21330242,0
6,72,trial,0.25,0.208471696,0
6,73,trial,0.25,0.043474428,0
6,74,trial,0.25,0.111871896,0
6,75,trial,0.2,0.045218388,0
6,76,trial,0.2,0,0
6,77,trial,0.2,0,0
6,78,trial,0.15,0.12101353,0
6,79,trial,0.15,0.12903244,0
6,80,trial,0,0.096611557,1
6,81,preattentioncheck,0.5,0.230050747,
6,82,attentioncheck,,,0
6,83,trial,0.5,0.408508519,0
6,84,trial,0.3,0.546340613,1
6,85,trial,0.5,0.673398363,1
6,86,trial,0.65,0.570791615,1
6,87,trial,0.7,0.58036577,0
6,88,trial,0.5,0.698542018,1
6,89,trial,0.7,0.664081597,1
6,90,trial,0.7,0.715922126,1
6,91,trial,0.75,0.653673427,1
6,92,trial,0.75,0.737144901,1
6,93,trial,0.75,0.628660607,0
6,94,trial,0.3,0.539151888,1
6,95,trial,0.5,0.529000162,1
6,96,trial,0.7,0.462957323,0
6,97,trial,0.5,0.572023834,0
6,98,trial,0.35,0.437701543,1
6,99,trial,0.5,0.338046218,0
6,100,trial,0.5,0.418817874,0
6,101,trial,0.35,0.528669292,1
6,102,trial,0.5,0.586570594,1
6,103,trial,0.5,0.702283829,1
6,104,trial,0.6,0.840463688,1
6,105,preattentioncheck,0.7,0.88006818,
7,0,initialization,0.5,0.5,1
7,1,preattentioncheck,0.8,0.748194078,
7,2,attentioncheck,,,1
7,3,trial,0.9,0.70376599,1
7,4,trial,0.91,0.850766849,1
7,5,trial,0.97,0.934446009,1
7,6,trial,1,0.872944511,1
7,7,trial,1,0.78304192,1
7,8,trial,1,0.722634499,1
7,9,trial,1,0.861629258,1
7,10,trial,1,0.940606234,1
7,11,trial,1,0.955242383,1
7,12,trial,1,0.893689468,1
7,13,trial,0.95,0.896269463,1
7,14,trial,0.9,0.814810022,1
7,15,trial,0.9,0.649240783,1
7,16,trial,0.95,0.611883136,1
7,17,trial,1,0.455122621,0
7,18,trial,0.5,0.419872892,0
7,19,trial,0.25,0.397558248,0
7,20,trial,0.2,0.281474835,0
7,21,preattentioncheck,0.1,0.207943751,
7,22,attentioncheck,,,0
7,23,trial,0.05,0.148181244,0
7,24,trial,0.05,0.251612882,0
7,25,trial,0,0.224951997,1
7,26,trial,0.5,0.033763603,0
7,27,trial,0.5,0.075512756,0
7,28,trial,0.2,0.015452725,0
7,29,trial,0,0,0
7,30,trial,0,0.030971974,0
7,31,trial,0,0.12261066,0
7,32,trial,0,0.033347609,0
7,33,trial,0,0,0
7,34,trial,0,0,0
7,35,trial,0,0.131109003,0
7,36,trial,0,0.257880468,0
7,37,trial,0,0.180200151,0
7,38,trial,0,0.202866016,0
7,39,trial,0,0.261691621,0
7,40,trial,0,0.184702978,0
7,41,preattentioncheck,0,0.248116131,
7,42,attentioncheck,,,0
7,43,trial,0,0.271142633,1
7,44,trial,0.5,0.367083224,1
7,45,trial,0.7,0.395505859,1
7,46,trial,1,0.415013464,1
7,47,trial,1,0.427940525,0
7,48,trial,0.5,0.488224395,1
7,49,trial,1,0.477617065,1
7,50,trial,1,0.503492878,1
7,51,trial,1,0.462720459,0
7,52,trial,0,0.389231357,1
7,53,trial,0.5,0.493099819,0
7,54,trial,0.5,0.358834657,0
7,55,trial,0.25,0.255832846,0
7,56,trial,0,0.30178434,0
7,57,trial,0,0.237111021,1
7,58,trial,0.5,0.371723223,0
7,59,trial,0.5,0.465088435,0
7,60,trial,0.21,0.507563097,0
7,61,preattentioncheck,0,0.478803194,
7,62,attentioncheck,,,1
7,63,trial,0.5,0.299936613,0
7,64,trial,0.5,0.472000965,1
7,65,trial,0.8,0.492117822,1
7,66,trial,0.8,0.536846946,1
7,67,trial,0.85,0.584312942,1
7,68,trial,0.9,0.606163134,1
7,69,trial,0.95,0.549436528,0
7,70,trial,0.5,0.629478443,1
7,71,trial,0.7,0.450700133,0
7,72,trial,0.5,0.533877719,1
7,73,trial,0.7,0.579920131,1
7,74,trial,0.8,0.715655495,1
7,75,trial,0.9,0.620648642,1
7,76,trial,0.95,0.784374115,1
7,77,trial,1,0.579953665,0
7,78,trial,0.5,0.750047958,1
7,79,trial,0.55,0.718866564,1
7,80,trial,0.7,0.762633128,0
7,81,preattentioncheck,0.75,0.578061507,
7,82,attentioncheck,,,0
7,83,trial,0.5,0.492483749,1
7,84,trial,0.65,0.487570925,1
7,85,trial,0.8,0.552194198,1
7,86,trial,0.8,0.701944196,0
7,87,trial,0.5,0.683947634,1
7,88,trial,0.6,0.666890141,0
7,89,trial,0.5,0.775935659,0
7,90,trial,0.3,0.612076909,1
7,91,trial,0.55,0.5241943,1
7,92,trial,0.72,0.56957693,1
7,93,trial,0.9,0.401785209,0
7,94,trial,0.5,0.437034515,0
7,95,trial,0.4,0.38672203,0
7,96,trial,0.2,0.36256974,0
7,97,trial,0.4,0.18171497,0
7,98,trial,0.25,0.180285634,0
7,99,trial,0.15,0,0
7,100,trial,0.1,0,0
7,101,trial,0.5,0.024047433,0
7,102,trial,0.5,0,0
7,103,trial,0.15,0.019905976,0
7,104,trial,0,0,0
7,105,preattentioncheck,0,0.089704662,
8,0,initialization,0.5,0.5,0
8,1,preattentioncheck,0.21,0.842826609,
8,2,attentioncheck,,,1
8,3,trial,0.76,0.920381488,1
8,4,trial,0.85,0.911308804,1
8,5,trial,0.78,0.848170696,1
8,6,trial,0.79,0.99576941,1
8,7,trial,0.73,0.838866507,1
8,8,trial,0.74,0.765125031,1
8,9,trial,0.78,0.786068677,1
8,10,trial,0.77,0.738874762,1
